equipment_id,region,country,equipment_type,building_type,installation_year,equipment_age,contract_type,is_connected_2023,is_connected_2024,is_connected_2025
EQ00321,Europe,Sweden,Elevator,Residential,2013,12,Repair Only,False,True,True
EQ00322,Americas,Canada,Automatic Door,Commercial,2006,19,Basic Maintenance,True,False,False
EQ00323,Americas,USA,Elevator,Commercial,2023,2,Full Maintenance,False,False,False
EQ00324,Greater China,China,Escalator,Healthcare,2011,14,Full Maintenance,False,True,False
EQ00325,APMEA,Australia,Elevator,Residential,2023,2,Full Maintenance,False,True,True
EQ00326,Americas,Mexico,Elevator,Public / Transport,2001,24,Full Maintenance,False,False,True
EQ00327,Europe,Netherlands,Elevator,Residential,2016,9,Basic Maintenance,False,False,False
EQ00328,Europe,Poland,Escalator,Commercial,2013,12,Repair Only,True,False,False
EQ00329,Europe,Germany,Elevator,Residential,2017,8,Full Maintenance,False,True,True
EQ00330,Greater China,China,Autowalk,Residential,2001,24,Full Maintenance,False,False,False
EQ00331,Greater China,China,Elevator,Public / Transport,2014,11,Repair Only,False,True,False
EQ00332,Americas,Brazil,Elevator,Industrial,2009,16,Basic Maintenance,True,False,False
EQ00333,Greater China,China,Elevator,Commercial,2017,8,Full Maintenance,True,True,False
EQ00334,Greater China,China,Elevator,Healthcare,2004,21,Basic Maintenance,False,False,True
EQ00335,Greater China,China,Autowalk,Residential,2021,4,Full Maintenance,True,False,False
EQ00336,Greater China,China,Elevator,Healthcare,1997,28,Full Maintenance,True,False,True
EQ00337,APMEA,UAE,Escalator,Healthcare,2019,6,Full Maintenance,False,False,True
EQ00338,Americas,Brazil,Elevator,Commercial,2020,5,Full Maintenance,False,False,False
EQ00339,Europe,France,Elevator,Residential,2019,6,Full Maintenance,False,False,True
EQ00340,Greater China,China,Autowalk,Residential,2010,15,Repair Only,False,False,False
EQ00341,Europe,Sweden,Elevator,Industrial,2008,17,Basic Maintenance,False,True,True
EQ00342,Europe,Finland,Elevator,Residential,2024,1,Full Maintenance,True,False,False
EQ00343,Greater China,China,Automatic Door,Healthcare,2001,24,Full Maintenance,False,False,False
EQ00344,Europe,France,Autowalk,Industrial,2011,14,Full Maintenance,False,True,False
EQ00345,Greater China,China,Elevator,Commercial,2015,10,Basic Maintenance,False,True,True
EQ00346,Europe,Finland,Elevator,Commercial,2016,9,Basic Maintenance,False,True,False
EQ00347,Europe,Netherlands,Elevator,Industrial,2001,24,Full Maintenance,False,True,False
EQ00348,Greater China,China,Elevator,Commercial,2014,11,Full Maintenance,False,False,True
EQ00349,Greater China,China,Escalator,Public / Transport,2019,6,Basic Maintenance,True,False,False
EQ00350,Europe,Finland,Escalator,Residential,1996,29,Basic Maintenance,False,False,True
EQ00351,Europe,Netherlands,Elevator,Residential,2022,3,Full Maintenance,False,True,False
EQ00352,APMEA,Australia,Elevator,Commercial,1995,30,Basic Maintenance,False,False,True
EQ00353,Americas,Canada,Elevator,Industrial,2005,20,Basic Maintenance,False,False,True
EQ00354,Greater China,China,Elevator,Commercial,1995,30,Full Maintenance,True,False,True
EQ00355,Greater China,China,Elevator,Public / Transport,1997,28,Full Maintenance,False,True,True
EQ00356,Europe,Poland,Elevator,Residential,2022,3,Full Maintenance,False,False,True
EQ00357,Greater China,China,Elevator,Public / Transport,2005,20,Repair Only,False,False,False
EQ00358,Europe,Poland,Elevator,Residential,2007,18,Repair Only,True,False,True
EQ00359,APMEA,South Korea,Elevator,Commercial,2001,24,Repair Only,False,False,True
EQ00360,Europe,France,Elevator,Public / Transport,2012,13,Basic Maintenance,False,True,False
EQ00361,Greater China,China,Elevator,Commercial,2012,13,Basic Maintenance,False,False,False
EQ00362,Europe,Sweden,Elevator,Residential,2006,19,Basic Maintenance,False,False,True
EQ00363,Europe,Netherlands,Elevator,Commercial,2004,21,Repair Only,False,False,False
EQ00364,Europe,Sweden,Elevator,Public / Transport,2021,4,Full Maintenance,False,False,False
EQ00365,APMEA,India,Elevator,Healthcare,2006,19,Full Maintenance,False,False,False
EQ00366,Greater China,China,Escalator,Residential,2009,16,Basic Maintenance,False,False,False
EQ00367,APMEA,Saudi Arabia,Autowalk,Residential,2003,22,Basic Maintenance,False,True,False
EQ00368,APMEA,Australia,Escalator,Public / Transport,2018,7,Full Maintenance,False,True,True
EQ00369,Greater China,China,Elevator,Commercial,2006,19,Basic Maintenance,False,False,False
EQ00370,Greater China,China,Autowalk,Healthcare,2010,15,Basic Maintenance,False,False,False
EQ00371,Greater China,China,Escalator,Commercial,2002,23,Full Maintenance,True,False,True
EQ00372,Greater China,China,Elevator,Healthcare,2024,1,Basic Maintenance,False,False,True
EQ00373,Greater China,China,Elevator,Industrial,2003,22,Full Maintenance,False,True,False
EQ00374,Americas,Canada,Autowalk,Public / Transport,2018,7,Repair Only,False,False,False
EQ00375,Greater China,China,Elevator,Industrial,2007,18,Full Maintenance,True,False,True
EQ00376,Greater China,China,Elevator,Residential,2001,24,Basic Maintenance,True,True,True
EQ00377,APMEA,UAE,Escalator,Residential,2018,7,Full Maintenance,True,False,False
EQ00378,Greater China,China,Escalator,Commercial,2005,20,Full Maintenance,True,False,True
EQ00379,Americas,Mexico,Elevator,Residential,2020,5,Basic Maintenance,False,False,False
EQ00380,Greater China,China,Elevator,Residential,2022,3,Full Maintenance,True,False,True
EQ00381,Greater China,China,Elevator,Public / Transport,2020,5,Full Maintenance,True,True,True
EQ00382,Americas,Mexico,Escalator,Residential,1996,29,Full Maintenance,True,False,True
EQ00383,Europe,Finland,Elevator,Commercial,2018,7,Basic Maintenance,False,False,True
EQ00384,APMEA,UAE,Elevator,Residential,2007,18,Basic Maintenance,False,False,True
EQ00385,Americas,Canada,Escalator,Industrial,2021,4,Full Maintenance,True,False,False
EQ00386,Americas,Brazil,Elevator,Commercial,2014,11,Basic Maintenance,False,True,False
EQ00387,Greater China,China,Escalator,Commercial,2020,5,Basic Maintenance,False,False,True
EQ00388,Greater China,China,Elevator,Public / Transport,2009,16,Basic Maintenance,True,True,False
EQ00389,Americas,Mexico,Elevator,Residential,2011,14,Full Maintenance,False,True,False
EQ00390,Americas,Mexico,Elevator,Residential,1999,26,Basic Maintenance,True,False,False
EQ00391,APMEA,India,Elevator,Residential,2018,7,Full Maintenance,False,False,True
EQ00392,Europe,Sweden,Elevator,Industrial,2007,18,Full Maintenance,True,True,False
EQ00393,Greater China,China,Elevator,Commercial,2010,15,Full Maintenance,False,False,False
EQ00394,Americas,Mexico,Escalator,Industrial,2018,7,Basic Maintenance,True,False,False
EQ00395,Greater China,China,Autowalk,Commercial,2012,13,Full Maintenance,False,True,True
EQ00396,APMEA,Australia,Automatic Door,Public / Transport,2001,24,Repair Only,False,False,False
EQ00397,APMEA,UAE,Elevator,Residential,2012,13,Full Maintenance,True,True,True
EQ00398,Europe,Netherlands,Elevator,Residential,2007,18,Full Maintenance,False,False,True
EQ00399,Americas,Mexico,Elevator,Residential,2009,16,Full Maintenance,False,False,False
EQ00400,Americas,Canada,Escalator,Residential,1995,30,Full Maintenance,False,False,False
EQ00401,Greater China,China,Elevator,Commercial,2001,24,Full Maintenance,True,False,True
EQ00402,APMEA,Australia,Automatic Door,Public / Transport,2003,22,Full Maintenance,True,True,False
EQ00403,Europe,Sweden,Elevator,Commercial,2016,9,Full Maintenance,False,False,True
EQ00404,Americas,Mexico,Automatic Door,Healthcare,1995,30,Full Maintenance,False,False,True
EQ00405,Greater China,China,Escalator,Public / Transport,2007,18,Full Maintenance,False,False,False
EQ00406,APMEA,Australia,Escalator,Residential,2022,3,Full Maintenance,True,False,False
EQ00407,Greater China,China,Elevator,Public / Transport,1998,27,Basic Maintenance,False,False,False
EQ00408,Greater China,China,Elevator,Residential,2010,15,Basic Maintenance,False,False,False
EQ00409,APMEA,India,Elevator,Commercial,2018,7,Basic Maintenance,False,True,False
EQ00410,Greater China,China,Elevator,Healthcare,2023,2,Full Maintenance,False,False,True
EQ00411,Greater China,China,Elevator,Industrial,2017,8,Basic Maintenance,False,False,True
EQ00412,APMEA,South Korea,Elevator,Residential,2016,9,Repair Only,True,False,False
EQ00413,APMEA,UAE,Elevator,Residential,2019,6,Full Maintenance,True,False,False
EQ00414,Europe,Netherlands,Elevator,Residential,2008,17,Full Maintenance,False,True,False
EQ00415,Europe,Germany,Elevator,Healthcare,2019,6,Full Maintenance,True,False,True
EQ00416,Europe,Finland,Elevator,Commercial,1995,30,Full Maintenance,False,False,True
EQ00417,Greater China,China,Automatic Door,Residential,2022,3,Full Maintenance,False,False,False
EQ00418,Greater China,China,Elevator,Residential,2008,17,Basic Maintenance,False,False,True
EQ00419,Americas,Brazil,Elevator,Residential,2011,14,Full Maintenance,False,True,True
EQ00420,Americas,Brazil,Elevator,Residential,2002,23,Repair Only,True,True,True
EQ00421,Americas,Canada,Escalator,Commercial,2017,8,Full Maintenance,False,False,True
EQ00422,Americas,Canada,Elevator,Commercial,1997,28,Full Maintenance,False,False,False
EQ00423,Greater China,China,Elevator,Commercial,2021,4,Repair Only,False,False,False
EQ00424,Europe,France,Elevator,Healthcare,2019,6,Basic Maintenance,False,False,True
EQ00425,Greater China,China,Elevator,Commercial,2001,24,Full Maintenance,False,True,True
EQ00426,Europe,Finland,Elevator,Public / Transport,2019,6,Basic Maintenance,False,False,False
EQ00427,Europe,Poland,Autowalk,Public / Transport,2018,7,Basic Maintenance,True,False,True
EQ00428,APMEA,India,Automatic Door,Public / Transport,2013,12,Full Maintenance,False,False,False
EQ00429,Greater China,China,Elevator,Public / Transport,2006,19,Full Maintenance,True,True,False
EQ00430,Greater China,China,Elevator,Commercial,2003,22,Basic Maintenance,False,True,False
EQ00431,Greater China,China,Elevator,Commercial,2001,24,Full Maintenance,False,False,False
EQ00432,Americas,USA,Elevator,Residential,2004,21,Full Maintenance,False,True,True
EQ00433,Europe,Netherlands,Elevator,Commercial,2022,3,Full Maintenance,False,False,False
EQ00434,Greater China,China,Elevator,Industrial,1997,28,Full Maintenance,False,False,True
EQ00435,Greater China,China,Automatic Door,Residential,2019,6,Repair Only,False,False,True
EQ00436,Americas,Brazil,Autowalk,Public / Transport,2005,20,Full Maintenance,False,True,True
EQ00437,Greater China,China,Elevator,Commercial,2010,15,Repair Only,False,True,True
EQ00438,Americas,Canada,Elevator,Healthcare,2018,7,Full Maintenance,False,False,True
EQ00439,Americas,Brazil,Elevator,Commercial,2021,4,Full Maintenance,True,True,True
EQ00440,Greater China,China,Elevator,Residential,2005,20,Full Maintenance,False,False,False
EQ00441,Greater China,China,Elevator,Residential,2008,17,Basic Maintenance,True,True,False
EQ00442,APMEA,UAE,Elevator,Public / Transport,2007,18,Repair Only,True,False,True
EQ00443,Greater China,China,Autowalk,Residential,1995,30,Full Maintenance,False,False,False
EQ00444,Greater China,China,Escalator,Healthcare,2003,22,Full Maintenance,False,True,True
EQ00445,Americas,Brazil,Elevator,Healthcare,2008,17,Basic Maintenance,True,True,False
EQ00446,APMEA,India,Escalator,Public / Transport,2007,18,Basic Maintenance,True,False,True
EQ00447,APMEA,Saudi Arabia,Elevator,Commercial,2016,9,Full Maintenance,True,False,False
EQ00448,Americas,USA,Elevator,Public / Transport,2006,19,Basic Maintenance,False,True,True
EQ00449,Greater China,China,Elevator,Public / Transport,2009,16,Basic Maintenance,False,False,False
EQ00450,Greater China,China,Elevator,Commercial,2007,18,Full Maintenance,True,True,True
EQ00451,Americas,Mexico,Elevator,Commercial,2017,8,Full Maintenance,True,True,True
EQ00452,Europe,Germany,Elevator,Commercial,2020,5,Full Maintenance,False,False,True
EQ00453,Europe,Germany,Autowalk,Commercial,2010,15,Basic Maintenance,False,False,True
EQ00454,APMEA,UAE,Elevator,Residential,2018,7,Basic Maintenance,False,False,False
EQ00455,Greater China,China,Elevator,Healthcare,2003,22,Full Maintenance,False,True,False
EQ00456,Europe,Netherlands,Elevator,Residential,2011,14,Full Maintenance,True,True,True
EQ00457,Greater China,China,Escalator,Residential,2005,20,Full Maintenance,False,False,False
EQ00458,Europe,Poland,Elevator,Healthcare,2007,18,Basic Maintenance,False,True,False
EQ00459,Greater China,China,Automatic Door,Commercial,2016,9,Full Maintenance,True,False,False
EQ00460,Greater China,China,Autowalk,Public / Transport,2021,4,Full Maintenance,False,True,True
EQ00461,Greater China,China,Elevator,Residential,1998,27,Full Maintenance,False,False,False
EQ00462,Europe,Finland,Escalator,Residential,2014,11,Full Maintenance,True,True,True
EQ00463,Americas,Mexico,Elevator,Residential,2012,13,Full Maintenance,False,True,False
EQ00464,Europe,Netherlands,Elevator,Residential,1998,27,Full Maintenance,False,False,False
EQ00465,APMEA,India,Escalator,Commercial,2001,24,Full Maintenance,False,False,False
EQ00466,Greater China,China,Elevator,Public / Transport,2004,21,Basic Maintenance,False,True,False
EQ00467,Greater China,China,Elevator,Commercial,2000,25,Full Maintenance,False,False,True
EQ00468,APMEA,UAE,Elevator,Public / Transport,2002,23,Full Maintenance,False,True,False
EQ00469,Greater China,China,Elevator,Residential,2003,22,Basic Maintenance,True,False,False
EQ00470,APMEA,Saudi Arabia,Autowalk,Commercial,2005,20,Full Maintenance,False,False,False
EQ00471,Greater China,China,Elevator,Industrial,2017,8,Basic Maintenance,False,True,False
EQ00472,APMEA,Australia,Escalator,Commercial,2012,13,Full Maintenance,False,False,False
EQ00473,Greater China,China,Elevator,Public / Transport,2024,1,Full Maintenance,False,False,False
EQ00474,APMEA,India,Escalator,Healthcare,2007,18,Full Maintenance,True,False,False
EQ00475,Europe,Poland,Elevator,Public / Transport,2017,8,Full Maintenance,False,False,True
EQ00476,APMEA,South Korea,Elevator,Commercial,2021,4,Basic Maintenance,False,True,False
EQ00477,Greater China,China,Autowalk,Residential,2015,10,Full Maintenance,False,True,False
EQ00478,Europe,France,Elevator,Industrial,2007,18,Full Maintenance,False,False,False
EQ00479,APMEA,India,Elevator,Public / Transport,2017,8,Full Maintenance,True,True,False
EQ00480,Europe,Sweden,Elevator,Commercial,2001,24,Full Maintenance,False,False,True
EQ00481,Europe,Sweden,Escalator,Residential,2004,21,Full Maintenance,False,False,False
EQ00482,Americas,Canada,Elevator,Residential,2011,14,Full Maintenance,False,True,False
EQ00483,Europe,Netherlands,Autowalk,Commercial,2012,13,Full Maintenance,False,True,True
EQ00484,Europe,Poland,Elevator,Residential,1995,30,Basic Maintenance,False,False,True
EQ00485,Europe,Netherlands,Elevator,Residential,2023,2,Full Maintenance,False,True,True
EQ00486,APMEA,Saudi Arabia,Escalator,Public / Transport,2015,10,Basic Maintenance,False,False,False
EQ00487,Greater China,China,Escalator,Healthcare,2009,16,Repair Only,False,False,True
EQ00488,Greater China,China,Autowalk,Residential,2022,3,Full Maintenance,True,False,False
EQ00489,APMEA,India,Automatic Door,Residential,2008,17,Basic Maintenance,False,False,False
EQ00490,APMEA,India,Elevator,Commercial,2024,1,Basic Maintenance,False,False,False
EQ00491,Europe,France,Elevator,Healthcare,2010,15,Full Maintenance,False,True,True
EQ00492,Europe,Netherlands,Elevator,Healthcare,1998,27,Repair Only,False,False,False
EQ00493,Greater China,China,Escalator,Healthcare,2017,8,Full Maintenance,False,True,False
EQ00494,Greater China,China,Autowalk,Public / Transport,2015,10,Full Maintenance,True,True,True
EQ00495,Europe,Sweden,Elevator,Residential,2018,7,Basic Maintenance,False,False,False
EQ00496,Greater China,China,Elevator,Public / Transport,2023,2,Full Maintenance,False,True,False
EQ00497,Europe,Germany,Elevator,Residential,2018,7,Full Maintenance,False,True,False
EQ00498,Greater China,China,Escalator,Residential,2013,12,Full Maintenance,True,True,False
EQ00499,APMEA,UAE,Elevator,Industrial,2020,5,Basic Maintenance,False,True,True
EQ00500,APMEA,India,Elevator,Commercial,2015,10,Basic Maintenance,True,False,True
EQ00501,Americas,Canada,Elevator,Commercial,2007,18,Basic Maintenance,False,True,True
EQ00502,Europe,France,Escalator,Residential,2021,4,Repair Only,False,False,False
EQ00503,Greater China,China,Escalator,Residential,2001,24,Full Maintenance,False,False,False
EQ00504,Americas,Brazil,Elevator,Public / Transport,2016,9,Full Maintenance,False,False,True
EQ00505,Americas,Brazil,Elevator,Commercial,2021,4,Basic Maintenance,False,False,True
EQ00506,Greater China,China,Elevator,Commercial,2016,9,Basic Maintenance,False,False,False
EQ00507,APMEA,UAE,Escalator,Commercial,2015,10,Full Maintenance,False,True,False
EQ00508,Americas,Brazil,Automatic Door,Commercial,2017,8,Full Maintenance,True,False,True
EQ00509,APMEA,Australia,Elevator,Commercial,2008,17,Basic Maintenance,False,False,False
EQ00510,Americas,Mexico,Elevator,Industrial,2021,4,Repair Only,False,False,False
EQ00511,Europe,Poland,Elevator,Residential,2001,24,Basic Maintenance,True,False,True
EQ00512,Europe,Poland,Elevator,Public / Transport,1998,27,Full Maintenance,True,True,True
EQ00513,APMEA,Saudi Arabia,Escalator,Healthcare,2003,22,Repair Only,False,False,True
EQ00514,APMEA,South Korea,Elevator,Industrial,2010,15,Repair Only,True,True,True
EQ00515,Greater China,China,Elevator,Commercial,2010,15,Full Maintenance,True,False,False
EQ00516,Greater China,China,Elevator,Commercial,2019,6,Basic Maintenance,False,False,True
EQ00517,Greater China,China,Elevator,Public / Transport,2007,18,Basic Maintenance,False,False,True
EQ00518,Americas,Mexico,Elevator,Residential,2009,16,Repair Only,False,False,False
EQ00519,APMEA,UAE,Elevator,Public / Transport,1995,30,Basic Maintenance,True,False,True
EQ00520,Greater China,China,Elevator,Public / Transport,2007,18,Basic Maintenance,True,False,False
EQ00521,Europe,France,Escalator,Healthcare,2014,11,Basic Maintenance,False,True,True
EQ00522,Greater China,China,Elevator,Healthcare,1995,30,Full Maintenance,True,False,False
EQ00523,APMEA,UAE,Elevator,Residential,2003,22,Basic Maintenance,False,False,False
EQ00524,APMEA,Saudi Arabia,Automatic Door,Residential,2001,24,Basic Maintenance,True,False,True
EQ00525,Americas,USA,Elevator,Healthcare,1996,29,Repair Only,False,False,False
EQ00526,Europe,Finland,Escalator,Residential,2009,16,Full Maintenance,False,False,True
EQ00527,Europe,Poland,Elevator,Commercial,2000,25,Basic Maintenance,True,False,False
EQ00528,Greater China,China,Elevator,Residential,2017,8,Full Maintenance,False,True,False
EQ00529,Greater China,China,Elevator,Residential,2020,5,Basic Maintenance,True,False,True
EQ00530,APMEA,Australia,Elevator,Public / Transport,2011,14,Basic Maintenance,False,False,False
EQ00531,Americas,Canada,Elevator,Industrial,2024,1,Full Maintenance,False,False,True
EQ00532,APMEA,India,Autowalk,Residential,2008,17,Full Maintenance,False,False,False
EQ00533,APMEA,UAE,Elevator,Healthcare,2010,15,Full Maintenance,False,True,True
EQ00534,Europe,Poland,Elevator,Public / Transport,2024,1,Full Maintenance,False,False,False
EQ00535,Americas,Brazil,Elevator,Residential,2001,24,Basic Maintenance,True,False,True
EQ00536,APMEA,UAE,Elevator,Commercial,2023,2,Full Maintenance,True,False,False
EQ00537,APMEA,Australia,Elevator,Residential,1996,29,Full Maintenance,False,False,False
EQ00538,Greater China,China,Elevator,Industrial,2008,17,Full Maintenance,False,True,False
EQ00539,Europe,France,Escalator,Commercial,1997,28,Full Maintenance,False,True,True
EQ00540,Greater China,China,Automatic Door,Commercial,2016,9,Basic Maintenance,False,False,False
EQ00541,APMEA,India,Elevator,Industrial,2013,12,Full Maintenance,False,True,True
EQ00542,Europe,Netherlands,Elevator,Residential,2016,9,Repair Only,False,False,False
EQ00543,Greater China,China,Autowalk,Residential,2006,19,Full Maintenance,False,True,True
EQ00544,Americas,Mexico,Escalator,Commercial,2006,19,Full Maintenance,False,True,True
EQ00545,Europe,Sweden,Elevator,Residential,1996,29,Full Maintenance,False,False,False
EQ00546,Greater China,China,Autowalk,Public / Transport,2005,20,Basic Maintenance,False,False,True
EQ00547,Greater China,China,Elevator,Commercial,2022,3,Basic Maintenance,True,True,False
EQ00548,Americas,Brazil,Autowalk,Commercial,2006,19,Repair Only,True,True,True
EQ00549,Europe,Poland,Elevator,Industrial,2019,6,Basic Maintenance,False,True,True
EQ00550,Americas,Brazil,Elevator,Healthcare,2020,5,Full Maintenance,False,False,False
EQ00551,Europe,Finland,Autowalk,Residential,2006,19,Basic Maintenance,False,True,True
EQ00552,APMEA,UAE,Elevator,Commercial,2013,12,Repair Only,True,False,True
EQ00553,Europe,Netherlands,Elevator,Residential,1997,28,Full Maintenance,False,False,True
EQ00554,Europe,Finland,Elevator,Public / Transport,1998,27,Full Maintenance,False,False,False
EQ00555,APMEA,Saudi Arabia,Automatic Door,Commercial,1996,29,Basic Maintenance,False,True,False
EQ00556,Europe,France,Escalator,Residential,2012,13,Full Maintenance,True,False,True
EQ00557,Greater China,China,Escalator,Residential,2007,18,Repair Only,False,False,True
EQ00558,Greater China,China,Elevator,Commercial,2011,14,Full Maintenance,True,True,False
EQ00559,Americas,Brazil,Escalator,Public / Transport,2010,15,Full Maintenance,False,True,False
EQ00560,Europe,Netherlands,Elevator,Industrial,2005,20,Repair Only,False,False,True
EQ00561,Americas,Canada,Elevator,Industrial,2015,10,Basic Maintenance,True,True,False
EQ00562,Greater China,China,Escalator,Commercial,2017,8,Full Maintenance,False,False,True
EQ00563,Greater China,China,Elevator,Commercial,1995,30,Repair Only,True,False,True
EQ00564,Greater China,China,Elevator,Residential,2001,24,Full Maintenance,False,False,True
EQ00565,Greater China,China,Elevator,Residential,2016,9,Full Maintenance,True,False,False
EQ00566,Europe,Poland,Elevator,Commercial,2006,19,Repair Only,False,False,True
EQ00567,Greater China,China,Autowalk,Commercial,2014,11,Full Maintenance,False,True,False
EQ00568,Europe,Sweden,Elevator,Commercial,2005,20,Full Maintenance,False,True,False
EQ00569,APMEA,South Korea,Escalator,Healthcare,2006,19,Full Maintenance,False,False,True
EQ00570,Greater China,China,Elevator,Public / Transport,1999,26,Basic Maintenance,False,False,False
EQ00571,Europe,Netherlands,Elevator,Healthcare,2002,23,Full Maintenance,True,False,True
EQ00572,Americas,Mexico,Elevator,Commercial,2013,12,Basic Maintenance,False,False,False
EQ00573,Greater China,China,Escalator,Healthcare,2007,18,Basic Maintenance,False,True,True
EQ00574,Europe,Finland,Elevator,Commercial,2018,7,Full Maintenance,False,True,True
EQ00575,APMEA,India,Autowalk,Residential,2020,5,Basic Maintenance,False,False,True
EQ00576,APMEA,India,Escalator,Public / Transport,2011,14,Repair Only,False,True,True
EQ00577,Greater China,China,Elevator,Residential,2017,8,Full Maintenance,False,False,True
EQ00578,APMEA,Saudi Arabia,Elevator,Residential,2004,21,Full Maintenance,False,False,True
EQ00579,Europe,Finland,Autowalk,Commercial,2007,18,Full Maintenance,False,False,False
EQ00580,Greater China,China,Escalator,Commercial,2016,9,Basic Maintenance,True,False,True
EQ00581,Europe,Poland,Elevator,Residential,2006,19,Repair Only,False,True,True
EQ00582,APMEA,UAE,Elevator,Industrial,2012,13,Full Maintenance,False,True,False
EQ00583,Europe,Sweden,Escalator,Public / Transport,2000,25,Full Maintenance,False,False,False
EQ00584,Greater China,China,Escalator,Residential,2012,13,Full Maintenance,False,False,False
EQ00585,Europe,France,Elevator,Residential,2020,5,Basic Maintenance,True,False,True
EQ00586,Greater China,China,Autowalk,Commercial,2021,4,Full Maintenance,False,False,False
EQ00587,Greater China,China,Automatic Door,Commercial,2016,9,Basic Maintenance,False,False,True
EQ00588,Greater China,China,Elevator,Healthcare,2017,8,Full Maintenance,False,True,False
EQ00589,Greater China,China,Autowalk,Commercial,2011,14,Basic Maintenance,True,True,False
EQ00590,Greater China,China,Elevator,Industrial,2012,13,Full Maintenance,True,False,False
EQ00591,Greater China,China,Elevator,Commercial,1999,26,Basic Maintenance,False,True,True
EQ00592,Europe,Finland,Elevator,Industrial,2008,17,Full Maintenance,False,False,False
EQ00593,Greater China,China,Elevator,Industrial,2008,17,Basic Maintenance,False,False,False
EQ00594,Greater China,China,Escalator,Commercial,2023,2,Full Maintenance,True,True,False
EQ00595,APMEA,UAE,Elevator,Commercial,2007,18,Full Maintenance,False,False,False
EQ00596,Europe,Poland,Elevator,Industrial,2011,14,Full Maintenance,True,False,False
EQ00597,Americas,Canada,Elevator,Residential,2010,15,Basic Maintenance,True,False,False
EQ00598,Greater China,China,Elevator,Commercial,2014,11,Full Maintenance,False,True,False
EQ00599,Greater China,China,Elevator,Industrial,2017,8,Full Maintenance,False,False,False
EQ00600,Greater China,China,Escalator,Commercial,2001,24,Basic Maintenance,True,False,True
EQ00601,Greater China,China,Elevator,Public / Transport,2010,15,Basic Maintenance,False,False,False
EQ00602,Greater China,China,Autowalk,Residential,2019,6,Full Maintenance,True,True,True
EQ00603,Greater China,China,Escalator,Commercial,2008,17,Basic Maintenance,True,False,False
EQ00604,Greater China,China,Elevator,Industrial,2003,22,Full Maintenance,True,False,True
EQ00605,Greater China,China,Autowalk,Residential,2014,11,Basic Maintenance,False,False,False
EQ00606,Europe,Finland,Elevator,Commercial,2019,6,Repair Only,True,False,False
EQ00607,Greater China,China,Elevator,Residential,1996,29,Full Maintenance,False,False,True
EQ00608,Greater China,China,Elevator,Commercial,2018,7,Basic Maintenance,True,False,False
EQ00609,Europe,Netherlands,Elevator,Commercial,2019,6,Full Maintenance,True,True,False
EQ00610,Americas,Brazil,Elevator,Commercial,2008,17,Basic Maintenance,True,False,True
EQ00611,Greater China,China,Escalator,Residential,2024,1,Basic Maintenance,False,True,False
EQ00612,Americas,Mexico,Elevator,Commercial,2018,7,Repair Only,False,False,False
EQ00613,Europe,Netherlands,Escalator,Industrial,2018,7,Full Maintenance,False,False,True
EQ00614,Greater China,China,Elevator,Industrial,2017,8,Full Maintenance,False,True,False
EQ00615,APMEA,Australia,Escalator,Residential,1999,26,Full Maintenance,False,False,False
EQ00616,APMEA,India,Elevator,Public / Transport,2001,24,Repair Only,False,False,False
EQ00617,Greater China,China,Elevator,Public / Transport,2008,17,Basic Maintenance,True,True,False
EQ00618,Greater China,China,Elevator,Residential,2002,23,Basic Maintenance,False,False,False
EQ00619,Americas,USA,Elevator,Residential,2007,18,Full Maintenance,False,False,False
EQ00620,Americas,Canada,Elevator,Commercial,2021,4,Repair Only,False,False,False
EQ00621,Greater China,China,Escalator,Public / Transport,2019,6,Basic Maintenance,False,False,False
EQ00622,Greater China,China,Elevator,Commercial,2013,12,Basic Maintenance,False,False,True
EQ00623,Greater China,China,Escalator,Residential,2020,5,Full Maintenance,False,False,True
EQ00624,Europe,Poland,Escalator,Industrial,2018,7,Full Maintenance,False,False,False
EQ00625,Europe,Finland,Autowalk,Commercial,2007,18,Basic Maintenance,False,False,False
EQ00626,Greater China,China,Elevator,Commercial,2001,24,Basic Maintenance,False,False,True
EQ00627,Europe,Sweden,Elevator,Residential,2010,15,Full Maintenance,False,False,True
EQ00628,Americas,Canada,Autowalk,Residential,2017,8,Basic Maintenance,False,False,False
EQ00629,Greater China,China,Escalator,Industrial,2008,17,Full Maintenance,False,False,True
EQ00630,Greater China,China,Elevator,Public / Transport,2015,10,Basic Maintenance,True,False,True
EQ00631,Americas,USA,Elevator,Commercial,1997,28,Full Maintenance,False,False,True
EQ00632,APMEA,Saudi Arabia,Elevator,Commercial,2017,8,Full Maintenance,True,False,False
EQ00633,Europe,France,Elevator,Industrial,2019,6,Full Maintenance,False,False,False
EQ00634,Europe,France,Escalator,Residential,2016,9,Full Maintenance,False,False,True
EQ00635,Greater China,China,Elevator,Residential,2024,1,Full Maintenance,False,True,True
EQ00636,Europe,Poland,Elevator,Commercial,2019,6,Basic Maintenance,False,False,False
EQ00637,Europe,Germany,Elevator,Residential,2022,3,Full Maintenance,False,False,False
EQ00638,Greater China,China,Elevator,Residential,2023,2,Full Maintenance,True,False,False
EQ00639,Greater China,China,Escalator,Residential,2019,6,Full Maintenance,False,False,True
EQ00640,Greater China,China,Escalator,Residential,2015,10,Full Maintenance,False,False,False
EQ00641,Greater China,China,Elevator,Residential,1995,30,Full Maintenance,False,False,False
