contract_id,equipment_id,region,country,contract_type,contract_start,contract_end,status,annual_value_eur
CON001085,EQ00418,Greater China,China,Basic Maintenance,2021-08-01,2022-08-01,Renewed,2261.0
CON001086,EQ00418,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2261.0
CON001087,EQ00418,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Cancelled,2261.0
CON001088,EQ00419,Americas,Brazil,Full Maintenance,2022-03-01,2023-03-01,Renewed,3894.0
CON001089,EQ00419,Americas,Brazil,Full Maintenance,2023-03-01,2024-03-01,Renewed,3894.0
CON001090,EQ00419,Americas,Brazil,Full Maintenance,2024-03-01,2025-03-01,Renewed,3894.0
CON001091,EQ00421,Americas,Canada,Full Maintenance,2023-07-01,2024-07-01,Renewed,4519.0
CON001092,EQ00421,Americas,Canada,Full Maintenance,2024-07-01,2025-07-01,Renewed,4519.0
CON001093,EQ00421,Americas,Canada,Full Maintenance,2025-07-01,2026-07-01,Active,4519.0
CON001094,EQ00422,Americas,Canada,Full Maintenance,2022-02-01,2023-02-01,Renewed,3475.0
CON001095,EQ00422,Americas,Canada,Full Maintenance,2023-02-01,2024-02-01,Renewed,3475.0
CON001096,EQ00422,Americas,Canada,Full Maintenance,2024-02-01,2025-02-01,Renewed,3475.0
CON001097,EQ00424,Europe,France,Basic Maintenance,2020-10-01,2021-10-01,Renewed,1911.0
CON001098,EQ00424,Europe,France,Basic Maintenance,2021-10-01,2022-10-01,Cancelled,1911.0
CON001099,EQ00425,Greater China,China,Full Maintenance,2020-12-01,2021-12-01,Renewed,5189.0
CON001100,EQ00425,Greater China,China,Full Maintenance,2021-12-01,2022-12-01,Renewed,5189.0
CON001101,EQ00425,Greater China,China,Full Maintenance,2022-12-01,2023-12-01,Renewed,5189.0
CON001102,EQ00426,Europe,Finland,Basic Maintenance,2023-04-01,2024-04-01,Renewed,2989.0
CON001103,EQ00426,Europe,Finland,Basic Maintenance,2024-04-01,2025-04-01,Renewed,2989.0
CON001104,EQ00426,Europe,Finland,Basic Maintenance,2025-04-01,2026-04-01,Renewed,2989.0
CON001105,EQ00427,Europe,Poland,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2278.0
CON001106,EQ00427,Europe,Poland,Basic Maintenance,2024-06-01,2025-06-01,Renewed,2278.0
CON001107,EQ00427,Europe,Poland,Basic Maintenance,2025-06-01,2026-06-01,Cancelled,2278.0
CON001108,EQ00428,APMEA,India,Full Maintenance,2020-04-01,2021-04-01,Renewed,3266.0
CON001109,EQ00428,APMEA,India,Full Maintenance,2021-04-01,2022-04-01,Renewed,3266.0
CON001110,EQ00428,APMEA,India,Full Maintenance,2022-04-01,2023-04-01,Renewed,3266.0
CON001111,EQ00429,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,5572.0
CON001112,EQ00429,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,5572.0
CON001113,EQ00429,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,5572.0
CON001114,EQ00430,Greater China,China,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2886.0
CON001115,EQ00430,Greater China,China,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2886.0
CON001116,EQ00430,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Cancelled,2886.0
CON001117,EQ00431,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,3945.0
CON001118,EQ00431,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,3945.0
CON001119,EQ00431,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,3945.0
CON001120,EQ00432,Americas,USA,Full Maintenance,2023-12-01,2024-12-01,Renewed,4820.0
CON001121,EQ00432,Americas,USA,Full Maintenance,2024-12-01,2025-12-01,Renewed,4820.0
CON001122,EQ00432,Americas,USA,Full Maintenance,2025-12-01,2026-12-01,Cancelled,4820.0
CON001123,EQ00433,Europe,Netherlands,Full Maintenance,2021-11-01,2022-11-01,Renewed,4293.0
CON001124,EQ00433,Europe,Netherlands,Full Maintenance,2022-11-01,2023-11-01,Renewed,4293.0
CON001125,EQ00433,Europe,Netherlands,Full Maintenance,2023-11-01,2024-11-01,Renewed,4293.0
CON001126,EQ00434,Greater China,China,Full Maintenance,2022-12-01,2023-12-01,Renewed,4023.0
CON001127,EQ00434,Greater China,China,Full Maintenance,2023-12-01,2024-12-01,Renewed,4023.0
CON001128,EQ00434,Greater China,China,Full Maintenance,2024-12-01,2025-12-01,Renewed,4023.0
CON001129,EQ00436,Americas,Brazil,Full Maintenance,2022-06-01,2023-06-01,Renewed,5076.0
CON001130,EQ00436,Americas,Brazil,Full Maintenance,2023-06-01,2024-06-01,Renewed,5076.0
CON001131,EQ00436,Americas,Brazil,Full Maintenance,2024-06-01,2025-06-01,Renewed,5076.0
CON001132,EQ00438,Americas,Canada,Full Maintenance,2020-01-01,2021-01-01,Renewed,3389.0
CON001133,EQ00438,Americas,Canada,Full Maintenance,2021-01-01,2022-01-01,Renewed,3389.0
CON001134,EQ00438,Americas,Canada,Full Maintenance,2022-01-01,2023-01-01,Renewed,3389.0
CON001135,EQ00439,Americas,Brazil,Full Maintenance,2023-09-01,2024-09-01,Renewed,5071.0
CON001136,EQ00439,Americas,Brazil,Full Maintenance,2024-09-01,2025-09-01,Renewed,5071.0
CON001137,EQ00439,Americas,Brazil,Full Maintenance,2025-09-01,2026-09-01,Active,5071.0
CON001138,EQ00440,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,4661.0
CON001139,EQ00440,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,4661.0
CON001140,EQ00440,Greater China,China,Full Maintenance,2025-11-01,2026-11-01,Active,4661.0
CON001141,EQ00441,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,1727.0
CON001142,EQ00441,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,1727.0
CON001143,EQ00441,Greater China,China,Basic Maintenance,2024-08-01,2025-08-01,Renewed,1727.0
CON001144,EQ00443,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,5822.0
CON001145,EQ00443,Greater China,China,Full Maintenance,2024-04-01,2025-04-01,Cancelled,5822.0
CON001146,EQ00444,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,4383.0
CON001147,EQ00444,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,4383.0
CON001148,EQ00444,Greater China,China,Full Maintenance,2024-10-01,2025-10-01,Renewed,4383.0
CON001149,EQ00445,Americas,Brazil,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2554.0
CON001150,EQ00445,Americas,Brazil,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2554.0
CON001151,EQ00445,Americas,Brazil,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2554.0
CON001152,EQ00446,APMEA,India,Basic Maintenance,2020-12-01,2021-12-01,Renewed,2517.0
CON001153,EQ00446,APMEA,India,Basic Maintenance,2021-12-01,2022-12-01,Renewed,2517.0
CON001154,EQ00446,APMEA,India,Basic Maintenance,2022-12-01,2023-12-01,Renewed,2517.0
CON001155,EQ00447,APMEA,Saudi Arabia,Full Maintenance,2021-08-01,2022-08-01,Renewed,4923.0
CON001156,EQ00447,APMEA,Saudi Arabia,Full Maintenance,2022-08-01,2023-08-01,Cancelled,4923.0
CON001157,EQ00448,Americas,USA,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2018.0
CON001158,EQ00448,Americas,USA,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2018.0
CON001159,EQ00448,Americas,USA,Basic Maintenance,2024-05-01,2025-05-01,Renewed,2018.0
CON001160,EQ00449,Greater China,China,Basic Maintenance,2022-01-01,2023-01-01,Renewed,2153.0
CON001161,EQ00449,Greater China,China,Basic Maintenance,2023-01-01,2024-01-01,Renewed,2153.0
CON001162,EQ00449,Greater China,China,Basic Maintenance,2024-01-01,2025-01-01,Cancelled,2153.0
CON001163,EQ00450,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4634.0
CON001164,EQ00450,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,4634.0
CON001165,EQ00450,Greater China,China,Full Maintenance,2024-09-01,2025-09-01,Renewed,4634.0
CON001166,EQ00451,Americas,Mexico,Full Maintenance,2022-01-01,2023-01-01,Renewed,4835.0
CON001167,EQ00451,Americas,Mexico,Full Maintenance,2023-01-01,2024-01-01,Renewed,4835.0
CON001168,EQ00451,Americas,Mexico,Full Maintenance,2024-01-01,2025-01-01,Renewed,4835.0
CON001169,EQ00452,Europe,Germany,Full Maintenance,2023-05-01,2024-05-01,Renewed,5950.0
CON001170,EQ00452,Europe,Germany,Full Maintenance,2024-05-01,2025-05-01,Cancelled,5950.0
CON001171,EQ00453,Europe,Germany,Basic Maintenance,2020-07-01,2021-07-01,Renewed,2896.0
CON001172,EQ00453,Europe,Germany,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2896.0
CON001173,EQ00453,Europe,Germany,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2896.0
CON001174,EQ00454,APMEA,UAE,Basic Maintenance,2023-11-01,2024-11-01,Renewed,4232.0
CON001175,EQ00454,APMEA,UAE,Basic Maintenance,2024-11-01,2025-11-01,Renewed,4232.0
CON001176,EQ00454,APMEA,UAE,Basic Maintenance,2025-11-01,2026-11-01,Active,4232.0
CON001177,EQ00455,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,3775.0
CON001178,EQ00455,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,3775.0
CON001179,EQ00455,Greater China,China,Full Maintenance,2025-08-01,2026-08-01,Active,3775.0
CON001180,EQ00456,Europe,Netherlands,Full Maintenance,2023-11-01,2024-11-01,Renewed,5252.0
CON001181,EQ00456,Europe,Netherlands,Full Maintenance,2024-11-01,2025-11-01,Renewed,5252.0
CON001182,EQ00456,Europe,Netherlands,Full Maintenance,2025-11-01,2026-11-01,Active,5252.0
CON001183,EQ00457,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,4806.0
CON001184,EQ00457,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Renewed,4806.0
CON001185,EQ00457,Greater China,China,Full Maintenance,2025-05-01,2026-05-01,Renewed,4806.0
CON001186,EQ00458,Europe,Poland,Basic Maintenance,2021-11-01,2022-11-01,Renewed,3516.0
CON001187,EQ00458,Europe,Poland,Basic Maintenance,2022-11-01,2023-11-01,Renewed,3516.0
CON001188,EQ00458,Europe,Poland,Basic Maintenance,2023-11-01,2024-11-01,Renewed,3516.0
CON001189,EQ00459,Greater China,China,Full Maintenance,2020-09-01,2021-09-01,Renewed,4342.0
CON001190,EQ00459,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4342.0
CON001191,EQ00459,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4342.0
CON001192,EQ00460,Greater China,China,Full Maintenance,2021-11-01,2022-11-01,Renewed,5003.0
CON001193,EQ00460,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Cancelled,5003.0
CON001194,EQ00461,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,4928.0
CON001195,EQ00461,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,4928.0
CON001196,EQ00461,Greater China,China,Full Maintenance,2024-10-01,2025-10-01,Renewed,4928.0
CON001197,EQ00462,Europe,Finland,Full Maintenance,2020-05-01,2021-05-01,Renewed,4239.0
CON001198,EQ00462,Europe,Finland,Full Maintenance,2021-05-01,2022-05-01,Renewed,4239.0
CON001199,EQ00462,Europe,Finland,Full Maintenance,2022-05-01,2023-05-01,Renewed,4239.0
CON001200,EQ00463,Americas,Mexico,Full Maintenance,2021-07-01,2022-07-01,Renewed,4195.0
CON001201,EQ00463,Americas,Mexico,Full Maintenance,2022-07-01,2023-07-01,Renewed,4195.0
CON001202,EQ00463,Americas,Mexico,Full Maintenance,2023-07-01,2024-07-01,Renewed,4195.0
CON001203,EQ00464,Europe,Netherlands,Full Maintenance,2021-12-01,2022-12-01,Renewed,5210.0
CON001204,EQ00464,Europe,Netherlands,Full Maintenance,2022-12-01,2023-12-01,Cancelled,5210.0
CON001205,EQ00465,APMEA,India,Full Maintenance,2021-04-01,2022-04-01,Renewed,3286.0
CON001206,EQ00465,APMEA,India,Full Maintenance,2022-04-01,2023-04-01,Renewed,3286.0
CON001207,EQ00465,APMEA,India,Full Maintenance,2023-04-01,2024-04-01,Renewed,3286.0
CON001208,EQ00466,Greater China,China,Basic Maintenance,2020-04-01,2021-04-01,Renewed,1150.0
CON001209,EQ00466,Greater China,China,Basic Maintenance,2021-04-01,2022-04-01,Renewed,1150.0
CON001210,EQ00466,Greater China,China,Basic Maintenance,2022-04-01,2023-04-01,Renewed,1150.0
CON001211,EQ00467,Greater China,China,Full Maintenance,2021-10-01,2022-10-01,Renewed,3593.0
CON001212,EQ00467,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,3593.0
CON001213,EQ00467,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,3593.0
CON001214,EQ00468,APMEA,UAE,Full Maintenance,2022-10-01,2023-10-01,Renewed,3663.0
CON001215,EQ00468,APMEA,UAE,Full Maintenance,2023-10-01,2024-10-01,Renewed,3663.0
CON001216,EQ00468,APMEA,UAE,Full Maintenance,2024-10-01,2025-10-01,Renewed,3663.0
CON001217,EQ00469,Greater China,China,Basic Maintenance,2020-10-01,2021-10-01,Renewed,2398.0
CON001218,EQ00469,Greater China,China,Basic Maintenance,2021-10-01,2022-10-01,Renewed,2398.0
CON001219,EQ00469,Greater China,China,Basic Maintenance,2022-10-01,2023-10-01,Renewed,2398.0
CON001220,EQ00470,APMEA,Saudi Arabia,Full Maintenance,2021-09-01,2022-09-01,Renewed,4801.0
CON001221,EQ00470,APMEA,Saudi Arabia,Full Maintenance,2022-09-01,2023-09-01,Renewed,4801.0
CON001222,EQ00470,APMEA,Saudi Arabia,Full Maintenance,2023-09-01,2024-09-01,Renewed,4801.0
CON001223,EQ00471,Greater China,China,Basic Maintenance,2023-03-01,2024-03-01,Renewed,2136.0
CON001224,EQ00471,Greater China,China,Basic Maintenance,2024-03-01,2025-03-01,Renewed,2136.0
CON001225,EQ00471,Greater China,China,Basic Maintenance,2025-03-01,2026-03-01,Renewed,2136.0
CON001226,EQ00472,APMEA,Australia,Full Maintenance,2020-08-01,2021-08-01,Renewed,4806.0
CON001227,EQ00472,APMEA,Australia,Full Maintenance,2021-08-01,2022-08-01,Renewed,4806.0
CON001228,EQ00472,APMEA,Australia,Full Maintenance,2022-08-01,2023-08-01,Renewed,4806.0
CON001229,EQ00473,Greater China,China,Full Maintenance,2020-08-01,2021-08-01,Renewed,4770.0
CON001230,EQ00473,Greater China,China,Full Maintenance,2021-08-01,2022-08-01,Renewed,4770.0
CON001231,EQ00473,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Cancelled,4770.0
CON001232,EQ00474,APMEA,India,Full Maintenance,2023-02-01,2024-02-01,Renewed,4035.0
CON001233,EQ00474,APMEA,India,Full Maintenance,2024-02-01,2025-02-01,Renewed,4035.0
CON001234,EQ00474,APMEA,India,Full Maintenance,2025-02-01,2026-02-01,Cancelled,4035.0
CON001235,EQ00475,Europe,Poland,Full Maintenance,2020-09-01,2021-09-01,Renewed,4805.0
CON001236,EQ00475,Europe,Poland,Full Maintenance,2021-09-01,2022-09-01,Renewed,4805.0
CON001237,EQ00475,Europe,Poland,Full Maintenance,2022-09-01,2023-09-01,Renewed,4805.0
CON001238,EQ00476,APMEA,South Korea,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2143.0
CON001239,EQ00476,APMEA,South Korea,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2143.0
CON001240,EQ00476,APMEA,South Korea,Basic Maintenance,2023-04-01,2024-04-01,Renewed,2143.0
CON001241,EQ00477,Greater China,China,Full Maintenance,2020-09-01,2021-09-01,Renewed,4319.0
CON001242,EQ00477,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4319.0
CON001243,EQ00477,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4319.0
CON001244,EQ00478,Europe,France,Full Maintenance,2021-09-01,2022-09-01,Renewed,4451.0
CON001245,EQ00478,Europe,France,Full Maintenance,2022-09-01,2023-09-01,Cancelled,4451.0
CON001246,EQ00479,APMEA,India,Full Maintenance,2020-09-01,2021-09-01,Renewed,4655.0
CON001247,EQ00479,APMEA,India,Full Maintenance,2021-09-01,2022-09-01,Renewed,4655.0
CON001248,EQ00479,APMEA,India,Full Maintenance,2022-09-01,2023-09-01,Renewed,4655.0
CON001249,EQ00480,Europe,Sweden,Full Maintenance,2020-05-01,2021-05-01,Renewed,3491.0
CON001250,EQ00480,Europe,Sweden,Full Maintenance,2021-05-01,2022-05-01,Renewed,3491.0
CON001251,EQ00480,Europe,Sweden,Full Maintenance,2022-05-01,2023-05-01,Renewed,3491.0
CON001252,EQ00481,Europe,Sweden,Full Maintenance,2022-05-01,2023-05-01,Renewed,5507.0
CON001253,EQ00481,Europe,Sweden,Full Maintenance,2023-05-01,2024-05-01,Renewed,5507.0
CON001254,EQ00481,Europe,Sweden,Full Maintenance,2024-05-01,2025-05-01,Renewed,5507.0
CON001255,EQ00482,Americas,Canada,Full Maintenance,2020-10-01,2021-10-01,Renewed,5269.0
CON001256,EQ00482,Americas,Canada,Full Maintenance,2021-10-01,2022-10-01,Renewed,5269.0
CON001257,EQ00482,Americas,Canada,Full Maintenance,2022-10-01,2023-10-01,Renewed,5269.0
CON001258,EQ00483,Europe,Netherlands,Full Maintenance,2023-01-01,2024-01-01,Renewed,4739.0
CON001259,EQ00483,Europe,Netherlands,Full Maintenance,2024-01-01,2025-01-01,Renewed,4739.0
CON001260,EQ00483,Europe,Netherlands,Full Maintenance,2025-01-01,2026-01-01,Renewed,4739.0
CON001261,EQ00484,Europe,Poland,Basic Maintenance,2023-10-01,2024-10-01,Renewed,3522.0
CON001262,EQ00484,Europe,Poland,Basic Maintenance,2024-10-01,2025-10-01,Renewed,3522.0
CON001263,EQ00484,Europe,Poland,Basic Maintenance,2025-10-01,2026-10-01,Active,3522.0
CON001264,EQ00485,Europe,Netherlands,Full Maintenance,2023-10-01,2024-10-01,Renewed,5287.0
CON001265,EQ00485,Europe,Netherlands,Full Maintenance,2024-10-01,2025-10-01,Renewed,5287.0
CON001266,EQ00485,Europe,Netherlands,Full Maintenance,2025-10-01,2026-10-01,Active,5287.0
CON001267,EQ00486,APMEA,Saudi Arabia,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2770.0
CON001268,EQ00486,APMEA,Saudi Arabia,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2770.0
CON001269,EQ00486,APMEA,Saudi Arabia,Basic Maintenance,2024-05-01,2025-05-01,Renewed,2770.0
CON001270,EQ00488,Greater China,China,Full Maintenance,2021-08-01,2022-08-01,Renewed,3012.0
CON001271,EQ00488,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,3012.0
CON001272,EQ00488,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Cancelled,3012.0
CON001273,EQ00489,APMEA,India,Basic Maintenance,2023-12-01,2024-12-01,Renewed,1977.0
CON001274,EQ00489,APMEA,India,Basic Maintenance,2024-12-01,2025-12-01,Renewed,1977.0
CON001275,EQ00489,APMEA,India,Basic Maintenance,2025-12-01,2026-12-01,Active,1977.0
CON001276,EQ00490,APMEA,India,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2301.0
CON001277,EQ00490,APMEA,India,Basic Maintenance,2024-06-01,2025-06-01,Renewed,2301.0
CON001278,EQ00490,APMEA,India,Basic Maintenance,2025-06-01,2026-06-01,Active,2301.0
CON001279,EQ00491,Europe,France,Full Maintenance,2022-12-01,2023-12-01,Renewed,4296.0
CON001280,EQ00491,Europe,France,Full Maintenance,2023-12-01,2024-12-01,Renewed,4296.0
CON001281,EQ00491,Europe,France,Full Maintenance,2024-12-01,2025-12-01,Renewed,4296.0
CON001282,EQ00493,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4287.0
CON001283,EQ00493,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4287.0
CON001284,EQ00493,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,4287.0
CON001285,EQ00494,Greater China,China,Full Maintenance,2021-01-01,2022-01-01,Renewed,5307.0
CON001286,EQ00494,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,5307.0
CON001287,EQ00494,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,5307.0
CON001288,EQ00495,Europe,Sweden,Basic Maintenance,2022-02-01,2023-02-01,Renewed,2672.0
CON001289,EQ00495,Europe,Sweden,Basic Maintenance,2023-02-01,2024-02-01,Renewed,2672.0
CON001290,EQ00495,Europe,Sweden,Basic Maintenance,2024-02-01,2025-02-01,Renewed,2672.0
CON001291,EQ00496,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,4658.0
CON001292,EQ00496,Greater China,China,Full Maintenance,2024-02-01,2025-02-01,Cancelled,4658.0
CON001293,EQ00497,Europe,Germany,Full Maintenance,2023-12-01,2024-12-01,Renewed,4544.0
CON001294,EQ00497,Europe,Germany,Full Maintenance,2024-12-01,2025-12-01,Renewed,4544.0
CON001295,EQ00497,Europe,Germany,Full Maintenance,2025-12-01,2026-12-01,Cancelled,4544.0
CON001296,EQ00498,Greater China,China,Full Maintenance,2020-04-01,2021-04-01,Renewed,5004.0
CON001297,EQ00498,Greater China,China,Full Maintenance,2021-04-01,2022-04-01,Renewed,5004.0
CON001298,EQ00498,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,5004.0
CON001299,EQ00499,APMEA,UAE,Basic Maintenance,2020-06-01,2021-06-01,Renewed,2655.0
CON001300,EQ00499,APMEA,UAE,Basic Maintenance,2021-06-01,2022-06-01,Cancelled,2655.0
CON001301,EQ00500,APMEA,India,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2424.0
CON001302,EQ00500,APMEA,India,Basic Maintenance,2024-08-01,2025-08-01,Renewed,2424.0
CON001303,EQ00500,APMEA,India,Basic Maintenance,2025-08-01,2026-08-01,Active,2424.0
CON001304,EQ00501,Americas,Canada,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2651.0
CON001305,EQ00501,Americas,Canada,Basic Maintenance,2024-06-01,2025-06-01,Renewed,2651.0
CON001306,EQ00501,Americas,Canada,Basic Maintenance,2025-06-01,2026-06-01,Active,2651.0
CON001307,EQ00503,Greater China,China,Full Maintenance,2021-11-01,2022-11-01,Renewed,5554.0
CON001308,EQ00503,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,5554.0
CON001309,EQ00503,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,5554.0
CON001310,EQ00504,Americas,Brazil,Full Maintenance,2023-10-01,2024-10-01,Renewed,5432.0
CON001311,EQ00504,Americas,Brazil,Full Maintenance,2024-10-01,2025-10-01,Renewed,5432.0
CON001312,EQ00504,Americas,Brazil,Full Maintenance,2025-10-01,2026-10-01,Active,5432.0
CON001313,EQ00505,Americas,Brazil,Basic Maintenance,2021-11-01,2022-11-01,Renewed,2533.0
CON001314,EQ00505,Americas,Brazil,Basic Maintenance,2022-11-01,2023-11-01,Renewed,2533.0
CON001315,EQ00505,Americas,Brazil,Basic Maintenance,2023-11-01,2024-11-01,Renewed,2533.0
CON001316,EQ00506,Greater China,China,Basic Maintenance,2022-11-01,2023-11-01,Renewed,2517.0
CON001317,EQ00506,Greater China,China,Basic Maintenance,2023-11-01,2024-11-01,Renewed,2517.0
CON001318,EQ00506,Greater China,China,Basic Maintenance,2024-11-01,2025-11-01,Renewed,2517.0
CON001319,EQ00507,APMEA,UAE,Full Maintenance,2021-03-01,2022-03-01,Renewed,5532.0
CON001320,EQ00507,APMEA,UAE,Full Maintenance,2022-03-01,2023-03-01,Renewed,5532.0
CON001321,EQ00507,APMEA,UAE,Full Maintenance,2023-03-01,2024-03-01,Renewed,5532.0
CON001322,EQ00508,Americas,Brazil,Full Maintenance,2023-06-01,2024-06-01,Renewed,3975.0
CON001323,EQ00508,Americas,Brazil,Full Maintenance,2024-06-01,2025-06-01,Renewed,3975.0
CON001324,EQ00508,Americas,Brazil,Full Maintenance,2025-06-01,2026-06-01,Active,3975.0
CON001325,EQ00509,APMEA,Australia,Basic Maintenance,2022-10-01,2023-10-01,Renewed,2575.0
CON001326,EQ00509,APMEA,Australia,Basic Maintenance,2023-10-01,2024-10-01,Renewed,2575.0
CON001327,EQ00509,APMEA,Australia,Basic Maintenance,2024-10-01,2025-10-01,Renewed,2575.0
CON001328,EQ00511,Europe,Poland,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2649.0
CON001329,EQ00511,Europe,Poland,Basic Maintenance,2024-08-01,2025-08-01,Renewed,2649.0
CON001330,EQ00511,Europe,Poland,Basic Maintenance,2025-08-01,2026-08-01,Active,2649.0
CON001331,EQ00512,Europe,Poland,Full Maintenance,2021-10-01,2022-10-01,Renewed,6381.0
CON001332,EQ00512,Europe,Poland,Full Maintenance,2022-10-01,2023-10-01,Renewed,6381.0
CON001333,EQ00512,Europe,Poland,Full Maintenance,2023-10-01,2024-10-01,Renewed,6381.0
CON001334,EQ00515,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,4659.0
CON001335,EQ00515,Greater China,China,Full Maintenance,2024-04-01,2025-04-01,Renewed,4659.0
CON001336,EQ00515,Greater China,China,Full Maintenance,2025-04-01,2026-04-01,Cancelled,4659.0
CON001337,EQ00516,Greater China,China,Basic Maintenance,2022-03-01,2023-03-01,Renewed,2216.0
CON001338,EQ00516,Greater China,China,Basic Maintenance,2023-03-01,2024-03-01,Renewed,2216.0
CON001339,EQ00516,Greater China,China,Basic Maintenance,2024-03-01,2025-03-01,Renewed,2216.0
CON001340,EQ00517,Greater China,China,Basic Maintenance,2022-05-01,2023-05-01,Renewed,1359.0
CON001341,EQ00517,Greater China,China,Basic Maintenance,2023-05-01,2024-05-01,Renewed,1359.0
CON001342,EQ00517,Greater China,China,Basic Maintenance,2024-05-01,2025-05-01,Renewed,1359.0
CON001343,EQ00519,APMEA,UAE,Basic Maintenance,2020-01-01,2021-01-01,Renewed,2011.0
CON001344,EQ00519,APMEA,UAE,Basic Maintenance,2021-01-01,2022-01-01,Renewed,2011.0
CON001345,EQ00519,APMEA,UAE,Basic Maintenance,2022-01-01,2023-01-01,Renewed,2011.0
CON001346,EQ00520,Greater China,China,Basic Maintenance,2021-08-01,2022-08-01,Renewed,2275.0
CON001347,EQ00520,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2275.0
CON001348,EQ00520,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2275.0
CON001349,EQ00521,Europe,France,Basic Maintenance,2023-03-01,2024-03-01,Renewed,2615.0
CON001350,EQ00521,Europe,France,Basic Maintenance,2024-03-01,2025-03-01,Cancelled,2615.0
CON001351,EQ00522,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,4892.0
CON001352,EQ00522,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,4892.0
CON001353,EQ00522,Greater China,China,Full Maintenance,2025-11-01,2026-11-01,Active,4892.0
CON001354,EQ00523,APMEA,UAE,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2713.0
CON001355,EQ00523,APMEA,UAE,Basic Maintenance,2024-05-01,2025-05-01,Cancelled,2713.0
CON001356,EQ00524,APMEA,Saudi Arabia,Basic Maintenance,2022-06-01,2023-06-01,Renewed,2633.0
