call_id,equipment_id,region,country,call_date,year,month,call_type,resolution_hours,first_time_fix,technician_id
C0001979,EQ00200,Americas,USA,2025-05-12,2025,5,Breakdown,4.74,True,T0043
C0001980,EQ00201,Europe,Finland,2023-03-21,2023,3,Planned Maintenance,3.98,True,T0127
C0001981,EQ00201,Europe,Finland,2023-06-10,2023,6,Planned Maintenance,0.62,True,T0123
C0001982,EQ00201,Europe,Finland,2023-07-24,2023,7,Planned Maintenance,5.47,True,T0172
C0001983,EQ00201,Europe,Finland,2023-10-04,2023,10,Planned Maintenance,0.5,True,T0101
C0001984,EQ00201,Europe,Finland,2024-01-05,2024,1,Planned Maintenance,1.11,True,T0165
C0001985,EQ00201,Europe,Finland,2024-04-15,2024,4,Planned Maintenance,2.4,True,T0161
C0001986,EQ00201,Europe,Finland,2024-09-21,2024,9,Planned Maintenance,2.14,True,T0024
C0001987,EQ00201,Europe,Finland,2024-12-18,2024,12,Planned Maintenance,1.28,True,T0188
C0001988,EQ00201,Europe,Finland,2025-03-01,2025,3,Planned Maintenance,4.32,True,T0187
C0001989,EQ00201,Europe,Finland,2025-04-21,2025,4,Planned Maintenance,4.85,True,T0044
C0001990,EQ00201,Europe,Finland,2025-08-10,2025,8,Planned Maintenance,2.85,False,T0038
C0001991,EQ00201,Europe,Finland,2025-11-02,2025,11,Planned Maintenance,8.84,True,T0168
C0001992,EQ00202,Greater China,China,2023-01-18,2023,1,Planned Maintenance,1.85,True,T0143
C0001993,EQ00202,Greater China,China,2023-05-21,2023,5,Planned Maintenance,1.0,True,T0099
C0001994,EQ00202,Greater China,China,2023-08-24,2023,8,Planned Maintenance,2.35,True,T0016
C0001995,EQ00202,Greater China,China,2023-10-24,2023,10,Planned Maintenance,0.5,True,T0167
C0001996,EQ00202,Greater China,China,2024-03-06,2024,3,Planned Maintenance,1.85,True,T0187
C0001997,EQ00202,Greater China,China,2024-05-25,2024,5,Planned Maintenance,3.92,True,T0053
C0001998,EQ00202,Greater China,China,2024-07-24,2024,7,Planned Maintenance,1.25,True,T0077
C0001999,EQ00202,Greater China,China,2024-11-07,2024,11,Planned Maintenance,7.03,True,T0163
C0002000,EQ00202,Greater China,China,2024-12-11,2024,12,Breakdown,6.61,True,T0005
C0002001,EQ00202,Greater China,China,2025-01-04,2025,1,Planned Maintenance,1.39,True,T0073
C0002002,EQ00202,Greater China,China,2025-05-27,2025,5,Planned Maintenance,4.17,True,T0105
C0002003,EQ00202,Greater China,China,2025-08-20,2025,8,Planned Maintenance,0.56,True,T0068
C0002004,EQ00202,Greater China,China,2025-12-03,2025,12,Planned Maintenance,7.45,True,T0170
C0002005,EQ00202,Greater China,China,2025-01-03,2025,1,Emergency,3.98,True,T0198
C0002006,EQ00203,Greater China,China,2023-02-15,2023,2,Planned Maintenance,5.08,False,T0116
C0002007,EQ00203,Greater China,China,2023-04-17,2023,4,Planned Maintenance,0.8,True,T0107
C0002008,EQ00203,Greater China,China,2023-07-24,2023,7,Planned Maintenance,0.53,True,T0166
C0002009,EQ00203,Greater China,China,2023-10-26,2023,10,Planned Maintenance,4.3,True,T0178
C0002010,EQ00203,Greater China,China,2023-12-24,2023,12,Breakdown,3.61,False,T0146
C0002011,EQ00203,Greater China,China,2024-01-13,2024,1,Planned Maintenance,12.56,True,T0157
C0002012,EQ00203,Greater China,China,2024-04-14,2024,4,Planned Maintenance,2.73,True,T0025
C0002013,EQ00203,Greater China,China,2024-07-10,2024,7,Planned Maintenance,0.52,True,T0172
C0002014,EQ00203,Greater China,China,2024-11-19,2024,11,Planned Maintenance,3.71,False,T0050
C0002015,EQ00203,Greater China,China,2025-03-26,2025,3,Planned Maintenance,0.58,True,T0174
C0002016,EQ00203,Greater China,China,2025-06-22,2025,6,Planned Maintenance,2.77,True,T0075
C0002017,EQ00203,Greater China,China,2025-08-15,2025,8,Planned Maintenance,6.13,True,T0162
C0002018,EQ00203,Greater China,China,2025-12-22,2025,12,Planned Maintenance,1.49,True,T0046
C0002019,EQ00204,APMEA,Australia,2023-03-23,2023,3,Planned Maintenance,1.69,True,T0186
C0002020,EQ00204,APMEA,Australia,2023-06-01,2023,6,Planned Maintenance,8.66,True,T0154
C0002021,EQ00204,APMEA,Australia,2023-09-18,2023,9,Planned Maintenance,4.61,True,T0186
C0002022,EQ00204,APMEA,Australia,2023-10-13,2023,10,Planned Maintenance,0.68,False,T0142
C0002023,EQ00204,APMEA,Australia,2024-01-11,2024,1,Planned Maintenance,0.5,True,T0015
C0002024,EQ00204,APMEA,Australia,2024-04-07,2024,4,Planned Maintenance,1.21,False,T0078
C0002025,EQ00204,APMEA,Australia,2024-09-05,2024,9,Planned Maintenance,0.59,True,T0197
C0002026,EQ00204,APMEA,Australia,2024-10-16,2024,10,Planned Maintenance,0.5,True,T0089
C0002027,EQ00204,APMEA,Australia,2024-03-21,2024,3,Breakdown,0.67,False,T0039
C0002028,EQ00204,APMEA,Australia,2024-06-13,2024,6,Breakdown,9.05,True,T0001
C0002029,EQ00204,APMEA,Australia,2025-01-26,2025,1,Planned Maintenance,3.61,True,T0085
C0002030,EQ00204,APMEA,Australia,2025-04-21,2025,4,Planned Maintenance,0.59,False,T0013
C0002031,EQ00204,APMEA,Australia,2025-08-19,2025,8,Planned Maintenance,1.55,True,T0199
C0002032,EQ00204,APMEA,Australia,2025-12-23,2025,12,Planned Maintenance,8.1,True,T0086
C0002033,EQ00205,Europe,Netherlands,2023-03-15,2023,3,Planned Maintenance,0.5,True,T0176
C0002034,EQ00205,Europe,Netherlands,2023-09-20,2023,9,Planned Maintenance,2.98,True,T0076
C0002035,EQ00205,Europe,Netherlands,2024-03-20,2024,3,Planned Maintenance,1.76,True,T0013
C0002036,EQ00205,Europe,Netherlands,2024-08-13,2024,8,Planned Maintenance,0.5,False,T0124
C0002037,EQ00205,Europe,Netherlands,2025-03-02,2025,3,Planned Maintenance,8.59,True,T0021
C0002038,EQ00205,Europe,Netherlands,2025-07-15,2025,7,Planned Maintenance,0.67,True,T0155
C0002039,EQ00206,Greater China,China,2023-01-11,2023,1,Planned Maintenance,8.84,False,T0182
C0002040,EQ00206,Greater China,China,2023-07-17,2023,7,Planned Maintenance,15.66,True,T0072
C0002041,EQ00206,Greater China,China,2024-03-27,2024,3,Planned Maintenance,11.11,True,T0153
C0002042,EQ00206,Greater China,China,2024-09-10,2024,9,Planned Maintenance,4.92,True,T0079
C0002043,EQ00206,Greater China,China,2025-01-25,2025,1,Planned Maintenance,5.32,True,T0166
C0002044,EQ00206,Greater China,China,2025-09-20,2025,9,Planned Maintenance,0.5,True,T0158
C0002045,EQ00206,Greater China,China,2025-03-30,2025,3,Breakdown,19.77,True,T0158
C0002046,EQ00207,Greater China,China,2023-02-24,2023,2,Planned Maintenance,1.44,True,T0023
C0002047,EQ00207,Greater China,China,2023-05-27,2023,5,Planned Maintenance,2.29,True,T0120
C0002048,EQ00207,Greater China,China,2023-07-16,2023,7,Planned Maintenance,0.5,True,T0007
C0002049,EQ00207,Greater China,China,2023-12-10,2023,12,Planned Maintenance,4.43,True,T0030
C0002050,EQ00207,Greater China,China,2024-02-13,2024,2,Planned Maintenance,0.99,True,T0079
C0002051,EQ00207,Greater China,China,2024-04-06,2024,4,Planned Maintenance,0.8,True,T0040
C0002052,EQ00207,Greater China,China,2024-08-14,2024,8,Planned Maintenance,0.5,True,T0164
C0002053,EQ00207,Greater China,China,2024-11-08,2024,11,Planned Maintenance,1.47,True,T0030
C0002054,EQ00207,Greater China,China,2025-01-25,2025,1,Planned Maintenance,5.71,True,T0069
C0002055,EQ00207,Greater China,China,2025-06-01,2025,6,Planned Maintenance,1.31,False,T0062
C0002056,EQ00207,Greater China,China,2025-09-23,2025,9,Planned Maintenance,3.71,True,T0087
C0002057,EQ00207,Greater China,China,2025-12-09,2025,12,Planned Maintenance,2.71,True,T0127
C0002058,EQ00208,Americas,Canada,2023-01-06,2023,1,Planned Maintenance,2.89,True,T0065
C0002059,EQ00208,Americas,Canada,2023-04-11,2023,4,Planned Maintenance,13.26,True,T0029
C0002060,EQ00208,Americas,Canada,2023-07-19,2023,7,Planned Maintenance,6.78,True,T0139
C0002061,EQ00208,Americas,Canada,2023-10-21,2023,10,Planned Maintenance,2.68,True,T0048
C0002062,EQ00208,Americas,Canada,2024-02-01,2024,2,Planned Maintenance,0.5,True,T0024
C0002063,EQ00208,Americas,Canada,2024-05-04,2024,5,Planned Maintenance,1.95,True,T0189
C0002064,EQ00208,Americas,Canada,2024-09-16,2024,9,Planned Maintenance,2.5,False,T0187
C0002065,EQ00208,Americas,Canada,2024-11-03,2024,11,Planned Maintenance,1.38,False,T0056
C0002066,EQ00208,Americas,Canada,2025-03-24,2025,3,Planned Maintenance,0.5,True,T0198
C0002067,EQ00208,Americas,Canada,2025-04-19,2025,4,Planned Maintenance,6.72,True,T0167
C0002068,EQ00208,Americas,Canada,2025-09-05,2025,9,Planned Maintenance,2.7,True,T0060
C0002069,EQ00208,Americas,Canada,2025-12-07,2025,12,Planned Maintenance,1.19,True,T0183
C0002070,EQ00208,Americas,Canada,2025-01-27,2025,1,Breakdown,0.5,True,T0055
C0002071,EQ00209,Greater China,China,2023-01-17,2023,1,Planned Maintenance,2.94,True,T0065
C0002072,EQ00209,Greater China,China,2023-06-08,2023,6,Planned Maintenance,0.5,True,T0129
C0002073,EQ00209,Greater China,China,2023-09-11,2023,9,Planned Maintenance,2.08,True,T0093
C0002074,EQ00209,Greater China,China,2023-12-25,2023,12,Planned Maintenance,2.64,True,T0081
C0002075,EQ00209,Greater China,China,2024-01-18,2024,1,Planned Maintenance,1.78,True,T0139
C0002076,EQ00209,Greater China,China,2024-06-20,2024,6,Planned Maintenance,2.19,False,T0087
C0002077,EQ00209,Greater China,China,2024-07-07,2024,7,Planned Maintenance,2.59,True,T0106
C0002078,EQ00209,Greater China,China,2024-12-13,2024,12,Planned Maintenance,9.03,True,T0031
C0002079,EQ00209,Greater China,China,2025-01-17,2025,1,Planned Maintenance,0.5,True,T0152
C0002080,EQ00209,Greater China,China,2025-06-24,2025,6,Planned Maintenance,6.63,False,T0147
C0002081,EQ00209,Greater China,China,2025-08-26,2025,8,Planned Maintenance,0.75,True,T0061
C0002082,EQ00209,Greater China,China,2025-12-03,2025,12,Planned Maintenance,8.64,True,T0111
C0002083,EQ00210,Greater China,China,2023-03-27,2023,3,Planned Maintenance,1.11,True,T0061
C0002084,EQ00210,Greater China,China,2023-07-26,2023,7,Planned Maintenance,2.29,True,T0122
C0002085,EQ00210,Greater China,China,2024-01-27,2024,1,Planned Maintenance,5.09,True,T0044
C0002086,EQ00210,Greater China,China,2024-09-23,2024,9,Planned Maintenance,5.48,True,T0108
C0002087,EQ00210,Greater China,China,2025-02-07,2025,2,Planned Maintenance,3.3,False,T0148
C0002088,EQ00210,Greater China,China,2025-09-05,2025,9,Planned Maintenance,9.53,True,T0129
C0002089,EQ00211,Europe,Finland,2023-02-22,2023,2,Planned Maintenance,1.39,True,T0138
C0002090,EQ00211,Europe,Finland,2023-09-10,2023,9,Planned Maintenance,4.24,True,T0190
C0002091,EQ00211,Europe,Finland,2023-01-08,2023,1,Breakdown,1.97,True,T0135
C0002092,EQ00211,Europe,Finland,2023-08-26,2023,8,Emergency,7.03,True,T0118
C0002093,EQ00211,Europe,Finland,2024-01-20,2024,1,Planned Maintenance,6.78,True,T0163
C0002094,EQ00211,Europe,Finland,2024-08-18,2024,8,Planned Maintenance,0.87,True,T0054
C0002095,EQ00211,Europe,Finland,2024-05-13,2024,5,Breakdown,13.28,True,T0189
C0002096,EQ00211,Europe,Finland,2025-01-15,2025,1,Planned Maintenance,0.5,True,T0025
C0002097,EQ00211,Europe,Finland,2025-07-12,2025,7,Planned Maintenance,0.5,True,T0013
C0002098,EQ00212,Americas,Brazil,2023-03-23,2023,3,Planned Maintenance,3.48,True,T0040
C0002099,EQ00212,Americas,Brazil,2023-09-27,2023,9,Planned Maintenance,3.94,True,T0055
C0002100,EQ00212,Americas,Brazil,2024-01-27,2024,1,Planned Maintenance,2.44,False,T0168
C0002101,EQ00212,Americas,Brazil,2024-09-07,2024,9,Planned Maintenance,2.68,True,T0113
C0002102,EQ00212,Americas,Brazil,2025-01-12,2025,1,Planned Maintenance,6.05,True,T0145
C0002103,EQ00212,Americas,Brazil,2025-07-02,2025,7,Planned Maintenance,0.5,False,T0096
C0002104,EQ00213,Americas,Canada,2023-02-22,2023,2,Planned Maintenance,4.98,True,T0194
C0002105,EQ00213,Americas,Canada,2023-04-25,2023,4,Planned Maintenance,0.96,True,T0061
C0002106,EQ00213,Americas,Canada,2023-07-27,2023,7,Planned Maintenance,0.5,True,T0037
C0002107,EQ00213,Americas,Canada,2023-10-26,2023,10,Planned Maintenance,3.21,True,T0071
C0002108,EQ00213,Americas,Canada,2023-06-15,2023,6,Breakdown,6.18,True,T0075
C0002109,EQ00213,Americas,Canada,2024-03-10,2024,3,Planned Maintenance,0.68,True,T0074
C0002110,EQ00213,Americas,Canada,2024-04-14,2024,4,Planned Maintenance,0.5,True,T0108
C0002111,EQ00213,Americas,Canada,2024-07-05,2024,7,Planned Maintenance,3.77,False,T0029
C0002112,EQ00213,Americas,Canada,2024-11-16,2024,11,Planned Maintenance,2.24,True,T0007
C0002113,EQ00213,Americas,Canada,2025-02-05,2025,2,Planned Maintenance,0.6,True,T0051
C0002114,EQ00213,Americas,Canada,2025-04-07,2025,4,Planned Maintenance,0.83,True,T0191
C0002115,EQ00213,Americas,Canada,2025-08-25,2025,8,Planned Maintenance,8.54,True,T0141
C0002116,EQ00213,Americas,Canada,2025-10-26,2025,10,Planned Maintenance,1.01,True,T0122
C0002117,EQ00214,Greater China,China,2023-01-10,2023,1,Planned Maintenance,1.05,False,T0143
C0002118,EQ00214,Greater China,China,2023-04-21,2023,4,Planned Maintenance,1.4,True,T0094
C0002119,EQ00214,Greater China,China,2023-09-11,2023,9,Planned Maintenance,1.97,True,T0199
C0002120,EQ00214,Greater China,China,2023-12-22,2023,12,Planned Maintenance,2.0,False,T0129
C0002121,EQ00214,Greater China,China,2024-01-08,2024,1,Planned Maintenance,1.58,True,T0024
C0002122,EQ00214,Greater China,China,2024-06-05,2024,6,Planned Maintenance,4.24,True,T0101
C0002123,EQ00214,Greater China,China,2024-08-15,2024,8,Planned Maintenance,7.52,True,T0071
C0002124,EQ00214,Greater China,China,2024-11-12,2024,11,Planned Maintenance,2.08,True,T0090
C0002125,EQ00214,Greater China,China,2025-03-09,2025,3,Planned Maintenance,7.75,True,T0005
C0002126,EQ00214,Greater China,China,2025-06-12,2025,6,Planned Maintenance,0.96,True,T0177
C0002127,EQ00214,Greater China,China,2025-09-21,2025,9,Planned Maintenance,2.67,True,T0059
C0002128,EQ00214,Greater China,China,2025-10-13,2025,10,Planned Maintenance,1.8,True,T0012
C0002129,EQ00215,Americas,USA,2023-03-01,2023,3,Planned Maintenance,1.38,True,T0159
C0002130,EQ00215,Americas,USA,2023-09-17,2023,9,Planned Maintenance,3.55,True,T0115
C0002131,EQ00215,Americas,USA,2023-12-16,2023,12,Breakdown,0.56,True,T0045
C0002132,EQ00215,Americas,USA,2024-03-26,2024,3,Planned Maintenance,2.6,True,T0121
C0002133,EQ00215,Americas,USA,2024-09-12,2024,9,Planned Maintenance,0.5,True,T0111
C0002134,EQ00215,Americas,USA,2025-02-02,2025,2,Planned Maintenance,1.11,True,T0053
C0002135,EQ00215,Americas,USA,2025-08-08,2025,8,Planned Maintenance,0.5,True,T0141
C0002136,EQ00216,Greater China,China,2023-02-01,2023,2,Planned Maintenance,0.56,False,T0022
C0002137,EQ00216,Greater China,China,2023-08-13,2023,8,Planned Maintenance,7.33,True,T0097
C0002138,EQ00216,Greater China,China,2024-01-27,2024,1,Planned Maintenance,0.5,True,T0044
C0002139,EQ00216,Greater China,China,2024-07-20,2024,7,Planned Maintenance,1.97,True,T0018
C0002140,EQ00216,Greater China,China,2024-03-13,2024,3,Breakdown,1.86,True,T0199
C0002141,EQ00216,Greater China,China,2025-02-27,2025,2,Planned Maintenance,1.01,True,T0005
C0002142,EQ00216,Greater China,China,2025-07-15,2025,7,Planned Maintenance,1.45,True,T0101
C0002143,EQ00216,Greater China,China,2025-01-28,2025,1,Breakdown,3.01,False,T0127
C0002144,EQ00217,Greater China,China,2023-02-04,2023,2,Planned Maintenance,24.69,True,T0157
C0002145,EQ00217,Greater China,China,2023-05-18,2023,5,Planned Maintenance,1.5,True,T0052
C0002146,EQ00217,Greater China,China,2023-08-09,2023,8,Planned Maintenance,0.5,True,T0104
C0002147,EQ00217,Greater China,China,2023-12-02,2023,12,Planned Maintenance,4.63,False,T0050
C0002148,EQ00217,Greater China,China,2024-01-08,2024,1,Planned Maintenance,1.18,True,T0198
C0002149,EQ00217,Greater China,China,2024-05-05,2024,5,Planned Maintenance,1.82,True,T0014
C0002150,EQ00217,Greater China,China,2024-08-20,2024,8,Planned Maintenance,1.69,True,T0110
C0002151,EQ00217,Greater China,China,2024-12-22,2024,12,Planned Maintenance,3.13,False,T0022
C0002152,EQ00217,Greater China,China,2025-03-08,2025,3,Planned Maintenance,1.85,True,T0005
C0002153,EQ00217,Greater China,China,2025-04-14,2025,4,Planned Maintenance,2.65,True,T0180
C0002154,EQ00217,Greater China,China,2025-09-20,2025,9,Planned Maintenance,4.23,True,T0173
C0002155,EQ00217,Greater China,China,2025-11-24,2025,11,Planned Maintenance,0.53,True,T0002
C0002156,EQ00218,Americas,Mexico,2023-02-01,2023,2,Planned Maintenance,0.5,True,T0187
C0002157,EQ00218,Americas,Mexico,2023-07-22,2023,7,Planned Maintenance,3.23,True,T0110
C0002158,EQ00218,Americas,Mexico,2024-01-03,2024,1,Planned Maintenance,4.31,True,T0035
C0002159,EQ00218,Americas,Mexico,2024-09-08,2024,9,Planned Maintenance,1.23,True,T0183
C0002160,EQ00218,Americas,Mexico,2024-07-29,2024,7,Entrapment,2.57,True,T0009
C0002161,EQ00218,Americas,Mexico,2025-01-15,2025,1,Planned Maintenance,4.21,True,T0029
C0002162,EQ00218,Americas,Mexico,2025-08-20,2025,8,Planned Maintenance,2.2,False,T0114
C0002163,EQ00219,Europe,Poland,2023-03-26,2023,3,Planned Maintenance,1.99,True,T0073
C0002164,EQ00219,Europe,Poland,2023-04-22,2023,4,Planned Maintenance,2.19,True,T0153
C0002165,EQ00219,Europe,Poland,2023-09-25,2023,9,Planned Maintenance,8.39,True,T0137
C0002166,EQ00219,Europe,Poland,2023-12-05,2023,12,Planned Maintenance,3.43,False,T0019
C0002167,EQ00219,Europe,Poland,2024-02-07,2024,2,Planned Maintenance,4.43,True,T0022
C0002168,EQ00219,Europe,Poland,2024-06-07,2024,6,Planned Maintenance,1.6,True,T0042
C0002169,EQ00219,Europe,Poland,2024-08-21,2024,8,Planned Maintenance,1.23,True,T0010
C0002170,EQ00219,Europe,Poland,2024-12-13,2024,12,Planned Maintenance,0.78,True,T0035
C0002171,EQ00219,Europe,Poland,2025-03-22,2025,3,Planned Maintenance,1.3,True,T0035
C0002172,EQ00219,Europe,Poland,2025-04-07,2025,4,Planned Maintenance,1.99,True,T0112
C0002173,EQ00219,Europe,Poland,2025-08-16,2025,8,Planned Maintenance,0.5,True,T0054
C0002174,EQ00219,Europe,Poland,2025-10-22,2025,10,Planned Maintenance,5.26,True,T0053
C0002175,EQ00220,APMEA,UAE,2023-02-05,2023,2,Planned Maintenance,0.54,True,T0132
C0002176,EQ00220,APMEA,UAE,2023-08-22,2023,8,Planned Maintenance,0.5,True,T0014
C0002177,EQ00220,APMEA,UAE,2024-01-24,2024,1,Planned Maintenance,4.38,True,T0165
C0002178,EQ00220,APMEA,UAE,2024-08-20,2024,8,Planned Maintenance,5.67,True,T0096
C0002179,EQ00220,APMEA,UAE,2025-02-22,2025,2,Planned Maintenance,0.5,True,T0018
C0002180,EQ00220,APMEA,UAE,2025-07-07,2025,7,Planned Maintenance,0.5,True,T0115
C0002181,EQ00221,Americas,Mexico,2023-02-03,2023,2,Planned Maintenance,2.18,False,T0108
C0002182,EQ00221,Americas,Mexico,2023-09-08,2023,9,Planned Maintenance,3.09,True,T0017
C0002183,EQ00221,Americas,Mexico,2024-03-06,2024,3,Planned Maintenance,2.44,True,T0154
C0002184,EQ00221,Americas,Mexico,2024-07-16,2024,7,Planned Maintenance,6.27,False,T0018
C0002185,EQ00221,Americas,Mexico,2025-03-03,2025,3,Planned Maintenance,2.27,True,T0040
C0002186,EQ00221,Americas,Mexico,2025-08-24,2025,8,Planned Maintenance,4.36,True,T0039
C0002187,EQ00222,Europe,Netherlands,2023-01-22,2023,1,Planned Maintenance,1.9,True,T0036
C0002188,EQ00222,Europe,Netherlands,2023-08-17,2023,8,Planned Maintenance,0.5,True,T0009
C0002189,EQ00222,Europe,Netherlands,2024-02-18,2024,2,Planned Maintenance,6.26,True,T0141
C0002190,EQ00222,Europe,Netherlands,2024-08-04,2024,8,Planned Maintenance,4.36,True,T0074
C0002191,EQ00222,Europe,Netherlands,2025-03-26,2025,3,Planned Maintenance,3.76,True,T0180
C0002192,EQ00222,Europe,Netherlands,2025-08-23,2025,8,Planned Maintenance,4.27,False,T0005
C0002193,EQ00223,Greater China,China,2023-01-11,2023,1,Planned Maintenance,1.14,True,T0113
C0002194,EQ00223,Greater China,China,2023-04-02,2023,4,Planned Maintenance,0.5,True,T0190
C0002195,EQ00223,Greater China,China,2023-08-07,2023,8,Planned Maintenance,0.5,True,T0183
C0002196,EQ00223,Greater China,China,2023-11-12,2023,11,Planned Maintenance,0.5,True,T0073
C0002197,EQ00223,Greater China,China,2024-03-12,2024,3,Planned Maintenance,0.77,True,T0099
C0002198,EQ00223,Greater China,China,2024-06-15,2024,6,Planned Maintenance,3.81,True,T0191
C0002199,EQ00223,Greater China,China,2024-09-08,2024,9,Planned Maintenance,0.5,True,T0158
C0002200,EQ00223,Greater China,China,2024-11-02,2024,11,Planned Maintenance,1.92,True,T0126
C0002201,EQ00223,Greater China,China,2025-03-20,2025,3,Planned Maintenance,2.22,True,T0088
C0002202,EQ00223,Greater China,China,2025-05-18,2025,5,Planned Maintenance,0.5,True,T0050
C0002203,EQ00223,Greater China,China,2025-08-24,2025,8,Planned Maintenance,0.5,True,T0148
C0002204,EQ00223,Greater China,China,2025-11-03,2025,11,Planned Maintenance,4.11,True,T0035
C0002205,EQ00224,Greater China,China,2023-03-12,2023,3,Planned Maintenance,2.42,True,T0049
C0002206,EQ00224,Greater China,China,2023-05-21,2023,5,Planned Maintenance,4.56,True,T0157
C0002207,EQ00224,Greater China,China,2023-09-08,2023,9,Planned Maintenance,2.73,True,T0068
C0002208,EQ00224,Greater China,China,2023-10-25,2023,10,Planned Maintenance,1.66,True,T0126
C0002209,EQ00224,Greater China,China,2023-08-02,2023,8,Emergency,1.6,False,T0117
C0002210,EQ00224,Greater China,China,2024-03-11,2024,3,Planned Maintenance,10.66,True,T0035
C0002211,EQ00224,Greater China,China,2024-04-23,2024,4,Planned Maintenance,0.5,True,T0154
C0002212,EQ00224,Greater China,China,2024-09-06,2024,9,Planned Maintenance,0.5,True,T0163
C0002213,EQ00224,Greater China,China,2024-12-03,2024,12,Planned Maintenance,2.6,True,T0195
C0002214,EQ00224,Greater China,China,2025-01-20,2025,1,Planned Maintenance,1.29,True,T0052
C0002215,EQ00224,Greater China,China,2025-05-09,2025,5,Planned Maintenance,1.02,True,T0085
C0002216,EQ00224,Greater China,China,2025-08-21,2025,8,Planned Maintenance,2.21,True,T0158
C0002217,EQ00224,Greater China,China,2025-11-18,2025,11,Planned Maintenance,3.36,True,T0109
C0002218,EQ00225,Greater China,China,2023-01-05,2023,1,Planned Maintenance,1.94,True,T0194
C0002219,EQ00225,Greater China,China,2023-09-14,2023,9,Planned Maintenance,1.25,True,T0028
C0002220,EQ00225,Greater China,China,2024-02-10,2024,2,Planned Maintenance,0.5,True,T0047
C0002221,EQ00225,Greater China,China,2024-08-17,2024,8,Planned Maintenance,0.5,True,T0079
C0002222,EQ00225,Greater China,China,2025-02-08,2025,2,Planned Maintenance,0.5,True,T0119
C0002223,EQ00225,Greater China,China,2025-08-05,2025,8,Planned Maintenance,6.69,True,T0169
C0002224,EQ00226,Greater China,China,2023-02-01,2023,2,Planned Maintenance,14.66,True,T0038
C0002225,EQ00226,Greater China,China,2023-07-22,2023,7,Planned Maintenance,5.17,True,T0022
C0002226,EQ00226,Greater China,China,2023-06-20,2023,6,Breakdown,6.64,True,T0045
C0002227,EQ00226,Greater China,China,2024-03-20,2024,3,Planned Maintenance,1.24,True,T0089
C0002228,EQ00226,Greater China,China,2024-08-09,2024,8,Planned Maintenance,4.03,True,T0078
C0002229,EQ00226,Greater China,China,2025-03-26,2025,3,Planned Maintenance,5.34,True,T0117
C0002230,EQ00226,Greater China,China,2025-07-25,2025,7,Planned Maintenance,2.38,True,T0014
C0002231,EQ00226,Greater China,China,2025-09-22,2025,9,Emergency,5.98,True,T0178
C0002232,EQ00227,APMEA,India,2023-02-26,2023,2,Planned Maintenance,1.83,True,T0145
C0002233,EQ00227,APMEA,India,2023-07-26,2023,7,Planned Maintenance,0.5,True,T0166
C0002234,EQ00227,APMEA,India,2024-02-12,2024,2,Planned Maintenance,0.5,True,T0191
C0002235,EQ00227,APMEA,India,2024-07-25,2024,7,Planned Maintenance,1.93,True,T0066
C0002236,EQ00227,APMEA,India,2025-01-20,2025,1,Planned Maintenance,1.2,True,T0167
C0002237,EQ00227,APMEA,India,2025-07-09,2025,7,Planned Maintenance,4.81,True,T0082
C0002238,EQ00228,Greater China,China,2023-01-23,2023,1,Planned Maintenance,0.5,True,T0160
C0002239,EQ00228,Greater China,China,2023-08-16,2023,8,Planned Maintenance,3.97,True,T0066
C0002240,EQ00228,Greater China,China,2023-05-31,2023,5,Emergency,2.06,True,T0027
C0002241,EQ00228,Greater China,China,2024-03-03,2024,3,Planned Maintenance,6.16,False,T0007
C0002242,EQ00228,Greater China,China,2024-07-19,2024,7,Planned Maintenance,2.85,True,T0041
C0002243,EQ00228,Greater China,China,2025-01-14,2025,1,Planned Maintenance,1.8,True,T0048
C0002244,EQ00228,Greater China,China,2025-09-01,2025,9,Planned Maintenance,4.23,False,T0197
C0002245,EQ00229,APMEA,Australia,2023-03-09,2023,3,Planned Maintenance,2.54,True,T0112
C0002246,EQ00229,APMEA,Australia,2023-05-27,2023,5,Planned Maintenance,1.63,True,T0168
C0002247,EQ00229,APMEA,Australia,2023-07-25,2023,7,Planned Maintenance,4.27,True,T0136
C0002248,EQ00229,APMEA,Australia,2023-10-04,2023,10,Planned Maintenance,6.88,True,T0056
C0002249,EQ00229,APMEA,Australia,2024-02-08,2024,2,Planned Maintenance,0.91,True,T0153
C0002250,EQ00229,APMEA,Australia,2024-04-14,2024,4,Planned Maintenance,2.08,True,T0197
C0002251,EQ00229,APMEA,Australia,2024-07-25,2024,7,Planned Maintenance,4.18,True,T0016
C0002252,EQ00229,APMEA,Australia,2024-12-05,2024,12,Planned Maintenance,5.08,True,T0006
C0002253,EQ00229,APMEA,Australia,2025-01-09,2025,1,Planned Maintenance,0.58,True,T0100
C0002254,EQ00229,APMEA,Australia,2025-05-24,2025,5,Planned Maintenance,1.4,True,T0081
C0002255,EQ00229,APMEA,Australia,2025-09-20,2025,9,Planned Maintenance,1.46,True,T0049
C0002256,EQ00229,APMEA,Australia,2025-10-04,2025,10,Planned Maintenance,0.82,True,T0030
C0002257,EQ00230,Europe,Netherlands,2023-01-22,2023,1,Planned Maintenance,7.38,True,T0079
C0002258,EQ00230,Europe,Netherlands,2023-08-14,2023,8,Breakdown,9.34,True,T0053
C0002259,EQ00230,Europe,Netherlands,2024-02-16,2024,2,Planned Maintenance,3.96,True,T0083
